symbol,market,setup,direction,signal_date,entry_date,entry,stop,target,exit_date,exit,exit_reason,bars_held,days_held,size_units,risk_amount,r_gross,cost_r,r_net,mae_r,mfe_r,exit_ambiguous
LINKUSDT,crypto,A,long,2025-01-29,2025-01-30,24.66,21.095,31.790000000000003,2025-02-02,21.095,stop,3,3.0,28.050491,100.0,-1.0,0.0133,-1.0133,1.0,0.488,False
PEPEUSDT,crypto,B,short,2025-02-23,2025-02-24,8.87e-06,9.98841e-06,6.63318e-06,2025-03-04,6.63318e-06,target,8,8.0,89412648.31323,100.0,2.0,0.0267,1.9733,0.072,2.0,False
WLDUSDT,crypto,B,short,2025-02-23,2025-02-24,1.076,1.22092,0.7861600000000002,2025-02-24,1.22092,stop_same_bar,0,0.0,690.035882,100.0,-1.0,0.0087,-1.0087,1.0,0.0,False
WLDUSDT,crypto,B,short,2025-02-24,2025-02-25,1.053,1.22778,0.7034399999999996,2025-03-03,1.22778,stop,6,6.0,572.147843,100.0,-1.0,0.018,-1.018,1.0,0.257,False
ENAUSDT,crypto,B,short,2025-02-24,2025-02-25,0.375,0.457012,0.21097600000000005,2025-03-02,0.457012,stop,5,5.0,1219.333756,100.0,-1.0,0.0124,-1.0124,1.0,0.0,False
ENAUSDT,crypto,A,short,2025-03-02,2025-03-03,0.3851,0.512211,0.13087800000000005,2025-07-20,0.512211,stop,139,139.0,786.713974,100.0,-1.0,0.1302,-1.1302,1.0,1.28,False
TRXUSDT,crypto,B,long,2025-03-07,2025-03-08,0.2506,0.239622,0.27255599999999996,2025-03-09,0.239622,stop,1,1.0,9109.127346,100.0,-1.0,0.0314,-1.0314,1.0,0.0,False
AAVEUSDT,crypto,A,short,2025-03-25,2025-03-26,181.29,202.676,138.518,2025-04-06,138.518,target,11,11.0,4.675956,100.0,2.0,0.0362,1.9638,0.267,2.0,False
SOLUSDT,crypto,A,short,2025-03-26,2025-03-27,135.89,152.971,101.72799999999995,2025-04-07,101.72799999999995,target,11,11.0,5.854458,100.0,2.0,0.0339,1.9661,0.185,2.0,False
WLDUSDT,crypto,B,short,2025-03-30,2025-03-31,0.765,0.84907,0.5968600000000001,2025-04-07,0.5968600000000001,target,7,7.0,1189.484953,100.0,2.0,0.028,1.972,0.963,2.0,False
TRXUSDT,crypto,B,long,2025-04-09,2025-04-10,0.2418,0.233554,0.25829199999999997,2025-04-14,0.25829199999999997,target,4,4.0,12127.091923,100.0,2.0,0.0685,1.9315,0.885,2.0,False
ZECUSDT,crypto,A,short,2025-04-26,2025-04-27,32.8,36.4231,25.553799999999995,2025-04-28,36.4231,stop,1,1.0,27.600673,100.0,-1.0,0.0132,-1.0132,1.0,0.0,False
LTCUSDT,crypto,A,short,2025-04-27,2025-04-28,84.56,90.3197,73.04060000000001,2025-05-01,90.3197,stop,3,3.0,17.362015,100.0,-1.0,0.0299,-1.0299,1.0,0.543,False
PEPEUSDT,crypto,A,long,2025-06-01,2025-06-02,1.204e-05,1.0288e-05,1.5544e-05,2025-06-17,1.0288e-05,stop,15,15.0,57077625.570776,100.0,-1.0,0.0379,-1.0379,1.0,0.902,False
AAVEUSDT,crypto,A,long,2025-06-01,2025-06-02,254.52,228.435,306.69000000000005,2025-06-10,306.69000000000005,target,8,8.0,3.833621,100.0,2.0,0.0353,1.9647,0.577,2.0,False
ZECUSDT,crypto,A,long,2025-06-08,2025-06-09,50.98,43.0264,66.88719999999998,2025-06-15,43.0264,stop,6,6.0,12.572923,100.0,-1.0,0.018,-1.018,1.0,0.293,False
SHIBUSDT,crypto,B,short,2025-06-17,2025-06-18,1.138e-05,1.21037e-05,9.932599999999997e-06,2025-07-03,1.21037e-05,stop,15,15.0,138178803.371563,100.0,-1.0,0.0886,-1.0886,1.0,1.852,False
BTCUSDT,crypto,A,long,2025-06-19,2025-06-20,105550.0,101267.0,114116.0,2025-06-21,101267.0,stop,1,1.0,0.023348,100.0,-1.0,0.034,-1.034,1.0,0.0,False
NEARUSDT,crypto,B,short,2025-06-19,2025-06-20,2.072,2.24117,1.7336600000000004,2025-06-29,2.24117,stop,9,9.0,591.121357,100.0,-1.0,0.0471,-1.0471,1.0,1.649,False
TRXUSDT,crypto,A,long,2025-06-23,2025-06-24,0.2738,0.254445,0.31251,2025-07-17,0.31251,target,23,23.0,5166.623611,100.0,2.0,0.1143,1.8857,0.181,2.0,False
BTCUSDT,crypto,B,long,2025-07-01,2025-07-02,108952.0,106357.0,114142.0,2025-07-02,106357.0,stop_same_bar,0,0.0,0.038536,100.0,-1.0,0.0456,-1.0456,1.0,0.0,False
BTCUSDT,crypto,B,long,2025-07-02,2025-07-03,108849.59,106049.0,114450.76999999999,2025-07-10,114450.76999999999,target,7,7.0,0.035707,100.0,2.0,0.1255,1.8745,0.573,2.0,False
AAVEUSDT,crypto,B,long,2025-07-05,2025-07-06,285.58,266.049,324.642,2025-07-14,324.642,target,8,8.0,5.120066,100.0,2.0,0.0523,1.9477,0.414,2.0,False
DEXEUSDT,crypto,B,short,2025-07-18,2025-07-19,7.26,7.79836,6.18328,2025-07-19,7.79836,stop_same_bar,0,0.0,185.749313,100.0,-1.0,0.0154,-1.0154,1.0,0.0,False
DEXEUSDT,crypto,B,short,2025-07-19,2025-07-20,7.231,7.82526,6.042479999999999,2025-08-05,7.82526,stop,16,16.0,168.276512,100.0,-1.0,0.0723,-1.0723,1.0,0.734,False
VANAUSDT,crypto,B,short,2025-07-28,2025-07-29,4.689,5.07129,3.9244199999999996,2025-08-20,3.9244199999999996,target,22,22.0,261.581522,100.0,2.0,0.0933,1.9067,0.0,2.0,False
ZECUSDT,crypto,B,short,2025-07-29,2025-07-30,38.53,41.124,33.342,2025-08-14,41.124,stop,15,15.0,38.550501,100.0,-1.0,0.0837,-1.0837,1.0,1.523,False
LTCUSDT,crypto,A,long,2025-08-02,2025-08-03,110.5,100.01,131.48,2025-08-12,131.48,target,9,9.0,9.532888,100.0,2.0,0.0411,1.9589,0.036,2.0,False
ETHUSDT,crypto,A,long,2025-08-03,2025-08-04,3537.69,3266.13,4080.81,2025-08-09,4080.81,target,5,5.0,0.368243,100.0,2.0,0.035,1.965,0.0,2.0,False
XRPUSDT,crypto,A,long,2025-08-03,2025-08-04,3.0206,2.62886,3.80408,2025-10-10,2.62886,stop,67,67.0,255.271353,100.0,-1.0,0.1629,-1.1629,1.0,0.924,False
ZECUSDT,crypto,B,short,2025-08-18,2025-08-19,34.85,37.5116,29.5268,2025-08-20,37.5116,stop,1,1.0,37.571386,100.0,-1.0,0.0189,-1.0189,1.0,0.0,False
ENAUSDT,crypto,A,long,2025-08-21,2025-08-22,0.6626,0.584411,0.8189779999999999,2025-09-09,0.8189779999999999,target,18,18.0,1278.952282,100.0,2.0,0.0562,1.9438,0.749,2.0,False
LTCUSDT,crypto,A,long,2025-08-21,2025-08-22,117.3,108.702,134.49599999999998,2025-08-25,108.702,stop,3,3.0,11.630612,100.0,-1.0,0.0267,-1.0267,1.0,0.869,False
LINKUSDT,crypto,A,long,2025-08-27,2025-08-28,24.76,21.8759,30.528200000000002,2025-09-06,21.8759,stop,9,9.0,34.672862,100.0,-1.0,0.0321,-1.0321,1.0,0.163,False
ETHUSDT,crypto,A,long,2025-09-07,2025-09-08,4336.02,4103.82,4800.420000000002,2025-09-22,4103.82,stop,14,14.0,0.430663,100.0,-1.0,0.0984,-1.0984,1.0,1.866,False
LINKUSDT,crypto,A,long,2025-09-07,2025-09-08,22.61,21.0948,25.6404,2025-09-22,21.0948,stop,14,14.0,65.997888,100.0,-1.0,0.0785,-1.0785,1.0,2.0,False
SOLUSDT,crypto,B,long,2025-09-08,2025-09-09,218.0,206.707,240.586,2025-09-12,240.586,target,3,3.0,8.855043,100.0,2.0,0.0397,1.9603,0.258,2.0,False
ZECUSDT,crypto,A,long,2025-09-22,2025-09-23,52.31,44.6196,67.69080000000001,2025-09-29,67.69080000000001,target,6,6.0,13.003225,100.0,2.0,0.0208,1.9792,0.001,2.0,False
WLDUSDT,crypto,A,long,2025-09-26,2025-09-27,1.356,1.1481,1.7718000000000005,2025-10-10,1.1481,stop,13,13.0,481.000481,100.0,-1.0,0.0321,-1.0321,1.0,0.226,False
PEPEUSDT,crypto,A,short,2025-10-03,2025-10-04,9.75e-06,1.06945e-05,7.860999999999998e-06,2025-10-10,7.860999999999998e-06,target,6,6.0,105876124.933827,100.0,2.0,0.0288,1.9712,0.656,2.0,False
VANAUSDT,crypto,A,short,2025-10-06,2025-10-07,3.917,4.59234,2.5663199999999993,2025-10-10,2.5663199999999993,target,3,3.0,148.073563,100.0,2.0,0.0105,1.9895,0.2,2.0,False
BNBUSDT,crypto,A,long,2025-10-22,2025-10-23,1114.53,977.486,1388.618,2025-11-03,977.486,stop,11,11.0,0.729693,100.0,-1.0,0.0352,-1.0352,1.0,0.497,False
PEPEUSDT,crypto,B,short,2025-10-29,2025-10-30,6.29e-06,6.90845e-06,5.0531e-06,2025-10-30,6.90845e-06,stop_same_bar,0,0.0,161694558.97809,100.0,-1.0,0.0117,-1.0117,1.0,0.0,False
PEPEUSDT,crypto,B,short,2025-11-02,2025-11-03,6.26e-06,6.81644e-06,5.147120000000001e-06,2025-11-14,5.147120000000001e-06,target,11,11.0,179713895.478398,100.0,2.0,0.0484,1.9516,0.198,2.0,False
ZECUSDT,crypto,A,long,2025-11-26,2025-11-27,535.97,423.179,761.5520000000001,2025-12-01,423.179,stop,4,4.0,0.886596,100.0,-1.0,0.0104,-1.0104,1.0,0.0,False
WLDUSDT,crypto,B,short,2025-12-06,2025-12-07,0.556,0.608055,0.4518900000000001,2025-12-08,0.608055,stop,1,1.0,1921.045049,100.0,-1.0,0.0155,-1.0155,1.0,0.0,False
NEARUSDT,crypto,B,short,2025-12-11,2025-12-12,1.584,1.74758,1.2568400000000004,2026-01-05,1.74758,stop,24,24.0,611.321677,100.0,-1.0,0.0809,-1.0809,1.0,1.094,False
ONDOUSDT,crypto,B,short,2025-12-13,2025-12-14,0.4462,0.482124,0.37435199999999996,2025-12-18,0.37435199999999996,target,4,4.0,2783.654381,100.0,2.0,0.0275,1.9725,0.267,2.0,False
ENAUSDT,crypto,B,short,2025-12-14,2025-12-15,0.2316,0.257333,0.18013400000000004,2026-01-05,0.257333,stop,21,21.0,3886.0607,100.0,-1.0,0.0672,-1.0672,1.0,1.574,False
ZECUSDT,crypto,B,long,2025-12-26,2025-12-27,476.76,430.847,568.586,2026-01-08,430.847,stop,12,12.0,2.178032,100.0,-1.0,0.0483,-1.0483,1.0,1.813,False
DEXEUSDT,crypto,B,short,2026-01-18,2026-01-19,3.125,3.36667,2.64166,2026-01-31,2.64166,target,12,12.0,413.787396,100.0,2.0,0.0597,1.9403,0.277,2.0,False
VANAUSDT,crypto,B,short,2026-01-19,2026-01-20,2.217,2.44732,1.7563600000000004,2026-01-25,2.44732,stop,5,5.0,434.178534,100.0,-1.0,0.0256,-1.0256,1.0,0.651,False
SUIUSDT,crypto,B,short,2026-02-23,2026-02-24,0.875,0.951067,0.722866,2026-02-25,0.951067,stop,1,1.0,1314.630523,100.0,-1.0,0.0167,-1.0167,1.0,0.0,False
SUIUSDT,crypto,B,short,2026-02-27,2026-02-28,0.8412,0.92115,0.6812999999999998,2026-03-01,0.92115,stop,1,1.0,1250.781739,100.0,-1.0,0.0153,-1.0153,1.0,0.0,False
ENAUSDT,crypto,A,short,2026-03-17,2026-03-18,0.11,0.12471,0.08058,2026-04-02,0.08058,target,15,15.0,6798.096533,100.0,2.0,0.0408,1.9592,0.0,2.0,False
SUIUSDT,crypto,A,short,2026-03-17,2026-03-18,1.0101,1.11816,0.7939799999999999,2026-05-10,1.11816,stop,53,53.0,925.411808,100.0,-1.0,0.1595,-1.1595,1.0,1.762,False
DEXEUSDT,crypto,B,long,2026-04-06,2026-04-07,9.2,8.55913,10.481739999999999,2026-04-07,8.55913,stop_same_bar,0,0.0,156.037886,100.0,-1.0,0.0152,-1.0152,1.0,0.0,False
DEXEUSDT,crypto,B,long,2026-04-09,2026-04-10,9.219,8.47167,10.713659999999999,2026-04-10,8.47167,stop_same_bar,0,0.0,133.809696,100.0,-1.0,0.013,-1.013,1.0,0.0,False
DEXEUSDT,crypto,B,long,2026-04-10,2026-04-11,9.35,8.38477,11.28046,2026-04-15,11.28046,target,4,4.0,103.60225,100.0,2.0,0.0234,1.9766,0.0,2.0,False
VANAUSDT,crypto,A,short,2026-04-11,2026-04-12,1.294,1.37755,1.1269,2026-04-16,1.37755,stop,4,4.0,1196.888091,100.0,-1.0,0.0362,-1.0362,1.0,0.539,False
ZECUSDT,crypto,A,long,2026-04-22,2026-04-23,335.82,286.015,435.43,2026-05-04,435.43,target,11,11.0,2.007831,100.0,2.0,0.0308,1.9692,0.358,2.0,False
PUMPUSDT,crypto,B,short,2026-04-25,2026-04-26,0.001749,0.00187449,0.0014980199999999999,2026-04-28,0.00187449,stop,2,2.0,796876.245119,100.0,-1.0,0.0242,-1.0242,1.0,0.263,False
SOLUSDT,crypto,B,short,2026-04-28,2026-04-29,81.4,84.8181,74.56380000000001,2026-04-29,84.8181,stop_same_bar,0,0.0,29.256019,100.0,-1.0,0.0267,-1.0267,1.0,0.0,False
AAVEUSDT,crypto,A,short,2026-04-28,2026-04-29,95.24,104.564,76.592,2026-06-02,76.592,target,34,34.0,10.725011,100.0,2.0,0.1143,1.8857,0.887,2.0,False
NEARUSDT,crypto,B,short,2026-05-01,2026-05-02,1.289,1.35125,1.1644999999999996,2026-05-06,1.35125,stop,4,4.0,1606.425703,100.0,-1.0,0.0482,-1.0482,1.0,0.707,False
DEXEUSDT,crypto,A,long,2026-05-04,2026-05-05,10.848,9.11704,14.309920000000004,2026-05-19,14.309920000000004,target,14,14.0,57.77141,100.0,2.0,0.0343,1.9657,0.066,2.0,False
DEXEUSDT,crypto,B,long,2026-05-23,2026-05-24,14.69,13.597,16.875999999999998,2026-05-24,13.597,stop_same_bar,0,0.0,91.491308,100.0,-1.0,0.0142,-1.0142,1.0,0.0,False
DEXEUSDT,crypto,B,long,2026-05-24,2026-05-25,15.218,13.5034,18.6472,2026-05-29,18.6472,target,4,4.0,58.322641,100.0,2.0,0.0215,1.9785,0.0,2.0,False
ZECUSDT,crypto,A,long,2026-05-31,2026-06-01,575.14,475.613,774.194,2026-06-04,475.613,stop,3,3.0,1.004752,100.0,-1.0,0.011,-1.011,1.0,0.697,False
AAVEUSDT,crypto,A,short,2026-06-17,2026-06-18,72.29,80.4411,55.98780000000001,2026-06-24,80.4411,stop,6,6.0,12.268283,100.0,-1.0,0.0263,-1.0263,1.0,0.215,False
EULUSDT,crypto,A,short,2026-06-22,2026-06-23,1.025,1.19233,0.69034,2026-07-25,1.19233,stop,32,32.0,597.621467,100.0,-1.0,0.0661,-1.0661,1.0,0.532,False
PEPEUSDT,crypto,B,short,2026-06-23,2026-06-24,2.64e-06,2.80725e-06,2.3055e-06,2026-06-25,2.3055e-06,target,1,1.0,597907324.364724,100.0,2.0,0.021,1.979,0.0,2.0,False
VANAUSDT,crypto,B,short,2026-06-23,2026-06-24,1.041,1.11352,0.8959599999999996,2026-06-26,1.11352,stop,2,2.0,1378.92995,100.0,-1.0,0.025,-1.025,1.0,0.662,False
ENAUSDT,crypto,A,short,2026-07-05,2026-07-06,0.0767,0.089664,0.050772000000000025,2026-07-22,0.089664,stop,16,16.0,7713.668621,100.0,-1.0,0.0355,-1.0355,1.0,0.339,False
SHIBUSDT,crypto,B,short,2026-07-12,2026-07-13,4.1e-06,4.30046e-06,3.6990799999999985e-06,2026-07-15,4.30046e-06,stop,2,2.0,498852638.930458,100.0,-1.0,0.0353,-1.0353,1.0,0.0,False
SHIBUSDT,crypto,B,short,2026-07-16,2026-07-17,4.08e-06,4.27142e-06,3.6971599999999997e-06,2026-07-21,4.27142e-06,stop,4,4.0,522411451.259011,100.0,-1.0,0.0496,-1.0496,1.0,0.0,False
SHIBUSDT,crypto,A,short,2026-07-22,2026-07-23,4.22e-06,4.42821e-06,3.8035800000000006e-06,2026-07-25,4.42821e-06,stop,2,2.0,480284328.322367,100.0,-1.0,0.035,-1.035,1.0,0.576,False
